account_id,risk_scoresent_count,received_count,connections,max_hop_depth,multi_hop_count,time_window_flag,avg_latitude,avg_longitude
ACCT00033,2,1,0,1,0,0,0,0,27.902489,-113.26718
ACCT02281,70,1,1,2,1,5,3,0,27.671986,-97.286452
ACCT00034,76,1,1,2,1,5,3,0,34.110473,-110.36947
ACCT01697,70,1,1,2,1,5,3,0,28.714144,7.834193
ACCT00035,159,1,2,3,1,5,6,0,26.336259,39.504134
ACCT01884,153,1,2,3,1,5,6,0,31.323944,-34.519222
ACCT00036,156,1,2,3,1,5,6,0,30.202347,-20.393762
ACCT00711,150,1,2,3,1,5,6,0,31.446216,-22.558311
ACCT00037,147,1,2,3,1,5,6,0,27.988261,-34.048622
ACCT02434,141,1,2,3,1,5,6,0,28.65336,44.571736
ACCT00038,72,1,1,2,1,5,3,0,33.439658,-115.199071
ACCT00270,147,1,2,3,1,5,6,0,34.517125,-104.434519
ACCT00039,141,1,2,3,1,5,6,0,30.79537,-30.911506
ACCT00564,80,1,1,2,1,5,3,0,33.14564,-105.755646
ACCT00040,72,1,1,2,1,5,3,0,28.488268,11.103065
ACCT00664,74,1,1,2,1,5,3,0,29.362229,-0.771155
ACCT00041,72,1,1,2,1,5,3,0,28.381652,12.508477
ACCT00599,80,1,1,2,1,5,3,0,24.528351,107.065368
ACCT00042,156,1,2,3,1,5,6,0,26.18479,-36.217315
ACCT00986,340,1,4,5,1,5,12,0,25.425141,-59.344958
ACCT00043,3,1,0,1,0,0,0,0,29.05302,-84.595327
ACCT00180,370,1,4,5,1,5,12,0,30.050855,-13.959249
ACCT00044,84,1,1,2,1,5,3,0,21.198334,-95.907453
ACCT01204,236,1,3,4,1,5,9,0,28.30674,-98.709687
ACCT00045,177,1,2,3,1,5,6,0,29.9579,-33.458051
ACCT00315,76,1,1,2,1,5,3,0,35.248509,17.955393
ACCT00046,86,1,1,2,1,5,3,0,23.849711,-99.9776
ACCT00569,365,1,4,5,1,5,12,0,23.690637,-103.291473
ACCT00047,138,1,2,3,1,5,6,0,27.091026,-12.353997
ACCT00924,144,1,2,3,1,5,6,0,22.025288,-28.663939
ACCT00048,2,1,0,1,0,0,0,0,40.808374,-103.767584
ACCT00648,72,1,1,2,1,5,3,0,31.647936,5.291982
ACCT00049,6,1,0,1,0,0,0,0,22.490714,-97.895471
ACCT02043,162,1,2,3,1,5,6,0,32.892609,-100.440851
ACCT00050,4,1,0,1,0,0,0,0,17.603824,-115.793667
ACCT00528,74,1,1,2,1,5,3,0,20.251881,2.308309
ACCT00051,78,1,1,2,1,5,3,0,29.17313,112.293703
ACCT01088,224,1,3,4,1,5,9,0,30.074485,5.85193
ACCT00052,5,1,0,1,0,0,0,0,23.384407,-107.550723
ACCT02238,78,1,1,2,1,5,3,0,25.444089,-103.528299
ACCT00053,8,1,0,1,0,0,0,0,24.997315,-107.474675
ACCT00563,80,1,1,2,1,5,3,0,31.111388,-91.805024
ACCT00054,72,1,1,2,1,5,3,0,35.336702,-91.182018
ACCT02327,144,1,2,3,1,5,6,0,33.866143,-25.362122
ACCT00055,2,1,0,1,0,0,0,0,28.780841,-88.614053
ACCT01572,70,1,1,2,1,5,3,0,27.199051,-85.293418
ACCT00056,147,1,2,3,1,5,6,0,34.518545,-91.285921
ACCT02164,144,1,2,3,1,5,6,0,29.41041,-91.488636
ACCT00057,78,1,1,2,1,5,3,0,31.455843,8.735978
ACCT00247,153,1,2,3,1,5,6,0,35.954647,-96.879898
ACCT00058,2,1,0,1,0,0,0,0,25.250333,-110.314164
ACCT00773,72,1,1,2,1,5,3,0,27.533356,3.842253
ACCT00059,6,1,0,1,0,0,0,0,22.498974,-97.88539
ACCT00906,162,1,2,3,1,5,6,0,20.934554,-28.65436
ACCT00060,4,1,0,1,0,0,0,0,22.291758,114.321684
ACCT00781,78,1,1,2,1,5,3,0,26.982233,3.990291
ACCT00061,78,1,1,2,1,5,3,0,30.267129,114.308078
ACCT00404,156,1,2,3,1,5,6,0,31.412704,110.691211
ACCT00062,2,1,0,1,0,0,0,0,25.251708,-94.986013
ACCT00619,72,1,1,2,1,5,3,0,25.594732,-96.196236
ACCT00063,3,1,0,1,0,0,0,0,36.122681,-103.436469
ACCT00383,212,1,3,4,1,5,9,0,29.211944,10.051064
ACCT00064,80,1,1,2,1,5,3,0,20.838942,7.43885
ACCT01359,147,1,2,3,1,5,6,0,27.467114,-107.340074
ACCT00065,5,1,0,1,0,0,0,0,31.528707,-118.765691
ACCT00066,2,1,0,1,0,0,0,0,27.167832,-119.681934
ACCT01228,147,1,2,3,1,5,6,0,34.75778,-34.179115
ACCT00067,70,1,1,2,1,5,3,0,35.469555,-79.743889
ACCT00819,144,1,2,3,1,5,6,0,30.226713,-85.891149
ACCT00068,76,1,1,2,1,5,3,0,33.421808,-105.009293
ACCT01637,74,1,1,2,1,5,3,0,33.564678,7.490286
ACCT00069,2,1,0,1,0,0,0,0,33.255902,-94.060216
ACCT01307,150,1,2,3,1,5,6,0,28.131515,-30.873003
ACCT00070,74,1,1,2,1,5,3,0,20.53986,4.016842
ACCT01875,147,1,2,3,1,5,6,0,28.610715,40.278739
ACCT00071,80,1,1,2,1,5,3,0,31.671453,1.743221
ACCT00684,70,1,1,2,1,5,3,0,31.135181,-106.298917
ACCT00072,6,1,0,1,0,0,0,0,17.933723,-102.168826
ACCT02225,228,1,3,4,1,5,9,0,23.488906,-95.207197
ACCT00073,2,1,0,1,0,0,0,0,27.030211,-79.294297
ACCT02346,74,1,1,2,1,5,3,0,27.62211,1.504748
ACCT00074,6,1,0,1,0,0,0,0,19.240678,-96.143614
ACCT01630,78,1,1,2,1,5,3,0,20.252334,-96.832349
ACCT00075,144,1,2,3,1,5,6,0,24.74611,-94.49173
ACCT00374,76,1,1,2,1,5,3,0,21.154324,5.600356
ACCT00076,72,1,1,2,1,5,3,0,36.043719,7.541362
ACCT01687,144,1,2,3,1,5,6,0,36.409863,-98.485209
ACCT00077,6,1,0,1,0,0,0,0,38.045714,114.518367
ACCT00541,153,1,2,3,1,5,6,0,32.321181,116.925277
ACCT00078,74,1,1,2,1,5,3,0,27.270465,-107.114795
ACCT01002,150,1,2,3,1,5,6,0,25.486227,-101.121235
ACCT00079,4,1,0,1,0,0,0,0,27.504642,-99.509212
ACCT00645,159,1,2,3,1,5,6,0,33.313815,-97.953596
ACCT00080,5,1,0,1,0,0,0,0,25.587061,-99.934082
ACCT00354,78,1,1,2,1,5,3,0,24.272343,7.411615
ACCT00081,78,1,1,2,1,5,3,0,30.735833,-105.261278
ACCT00949,224,1,3,4,1,5,9,0,31.271742,-89.845941
ACCT00082,150,1,2,3,1,5,6,0,25.844048,-97.444123
ACCT01263,150,1,2,3,1,5,6,0,26.627266,-31.090162
ACCT00083,244,1,3,4,1,5,9,0,21.677092,-97.887381
ACCT02386,74,1,1,2,1,5,3,0,29.415874,-91.239867
ACCT00084,212,1,3,4,1,5,9,0,29.26062,-47.780004
ACCT02154,84,1,1,2,1,5,3,0,26.956242,117.217737
ACCT00085,5,1,0,1,0,0,0,0,25.446633,-111.164756
ACCT01303,76,1,1,2,1,5,3,0,23.960754,1.45009
ACCT00086,78,1,1,2,1,5,3,0,28.542606,-102.191882
ACCT01621,78,1,1,2,1,5,3,0,36.716472,1.356166
ACCT00087,6,1,0,1,0,0,0,0,19.444688,-99.170962
ACCT01309,150,1,2,3,1,5,6,0,29.416535,-31.356964
ACCT00088,153,1,2,3,1,5,6,0,24.640167,-34.644796
ACCT02241,147,1,2,3,1,5,6,0,23.455987,45.161601
ACCT00089,72,1,1,2,1,5,3,0,22.297747,114.122417
ACCT00700,74,1,1,2,1,5,3,0,20.090747,5.994295
ACCT00090,3,1,0,1,0,0,0,0,22.371014,114.172164
ACCT00966,220,1,3,4,1,5,9,0,24.241042,-48.713148
ACCT00091,208,1,3,4,1,5,9,0,31.070149,4.084084
ACCT00092,3,1,0,1,0,0,0,0,22.277244,114.295494
ACCT01384,224,1,3,4,1,5,9,0,22.321162,61.123733
ACCT00093,76,1,1,2,1,5,3,0,22.270941,-89.936053
ACCT01477,76,1,1,2,1,5,3,0,26.04418,-104.610722
ACCT00094,4,1,0,1,0,0,0,0,36.929904,-78.784459
ACCT01034,76,1,1,2,1,5,3,0,33.761764,17.763067
ACCT00095,4,1,0,1,0,0,0,0,35.261178,114.07745
ACCT01310,72,1,1,2,1,5,3,0,36.764688,14.848791
ACCT00096,70,1,1,2,1,5,3,0,29.147245,-92.414577
ACCT01068,76,1,1,2,1,5,3,0,30.543932,-99.035973
ACCT00097,144,1,2,3,1,5,6,0,30.384034,-97.562954
ACCT02361,147,1,2,3,1,5,6,0,27.905107,-90.751566
ACCT00098,4,1,0,1,0,0,0,0,29.699309,-95.287288
ACCT02147,370,1,4,5,1,5,12,0,28.735033,-58.185963
ACCT00099,72,1,1,2,1,5,3,0,35.88745,6.343561
ACCT00100,153,1,2,3,1,5,6,0,29.757848,41.057136
ACCT02096,150,1,2,3,1,5,6,0,28.824986,-19.54307
ACCT00101,78,1,1,2,1,5,3,0,31.173689,-2.354961
ACCT00464,150,1,2,3,1,5,6,0,29.005929,-19.056559
ACCT00102,68,1,1,2,1,5,3,0,30.098547,-79.17925
ACCT01974,147,1,2,3,1,5,6,0,24.044821,49.407363
ACCT00103,70,1,1,2,1,5,3,0,28.050136,12.561207
ACCT01653,138,1,2,3,1,5,6,0,32.816763,-94.6376
ACCT00104,5,1,0,1,0,0,0,0,19.075905,-104.279798
ACCT00769,370,1,4,5,1,5,12,0,25.940843,-64.0459
ACCT00105,150,1,2,3,1,5,6,0,22.06351,44.715204
ACCT01205,72,1,1,2,1,5,3,0,21.522777,-105.27472
ACCT00106,150,1,2,3,1,5,6,0,28.060036,-101.775169
ACCT00232,68,1,1,2,1,5,3,0,36.329589,-115.447255
ACCT00107,70,1,1,2,1,5,3,0,27.622239,-101.131576
ACCT01839,70,1,1,2,1,5,3,0,32.12569,-105.240228
ACCT00108,150,1,2,3,1,5,6,0,30.301384,-81.900849
ACCT01432,236,1,3,4,1,5,9,0,30.838544,-38.528905
ACCT00109,80,1,1,2,1,5,3,0,29.624361,-103.828702
ACCT00338,84,1,1,2,1,5,3,0,28.224955,-96.834331
ACCT00110,3,1,0,1,0,0,0,0,17.682753,-90.704212
ACCT01774,207,1,3,4,1,5,9,0,28.626927,-43.752524
ACCT00111,3,1,0,1,0,0,0,0,22.157775,-104.207711
ACCT01345,208,1,3,4,1,5,9,0,31.877038,-47.636133
ACCT00113,159,1,2,3,1,5,6,0,32.083493,-30.41492
ACCT01660,84,1,1,2,1,5,3,0,30.103708,-96.302529
ACCT00114,208,1,3,4,1,5,9,0,33.817271,3.705109
ACCT00847,220,1,3,4,1,5,9,0,26.548305,-51.736712
ACCT00115,4,1,0,1,0,0,0,0,30.618664,107.003375
ACCT00766,82,1,1,2,1,5,3,0,30.032405,18.124455
ACCT00116,70,1,1,2,1,5,3,0,27.558751,-104.079792
ACCT01973,216,1,3,4,1,5,9,0,26.239403,-94.861841
ACCT00117,82,1,1,2,1,5,3,0,21.505005,6.861302
ACCT02171,147,1,2,3,1,5,6,0,27.085251,-29.631935
ACCT00118,3,1,0,1,0,0,0,0,25.216953,113.622783
ACCT01735,78,1,1,2,1,5,3,0,31.068051,10.37359
ACCT00119,147,1,2,3,1,5,6,0,27.530973,-92.14084
ACCT00263,153,1,2,3,1,5,6,0,29.620327,-28.275567
ACCT00120,3,1,0,1,0,0,0,0,26.073319,121.298086
ACCT00282,78,1,1,2,1,5,3,0,26.400113,7.086254
ACCT00121,3,1,0,1,0,0,0,0,22.175017,118.811364
ACCT00277,144,1,2,3,1,5,6,0,28.485774,-25.296018
ACCT00122,7,1,0,1,0,0,0,0,21.731254,-89.158243
ACCT00492,212,1,3,4,1,5,9,0,25.883364,-101.277828
ACCT00123,150,1,2,3,1,5,6,0,26.531296,-96.522303
ACCT01555,150,1,2,3,1,5,6,0,31.430761,-23.340967
ACCT00124,3,1,0,1,0,0,0,0,25.960582,-81.750551
ACCT02118,216,1,3,4,1,5,9,0,34.002161,-41.044218
ACCT00125,168,1,2,3,1,5,6,0,27.855138,29.714609
ACCT00594,156,1,2,3,1,5,6,0,27.020071,52.167959
ACCT00126,70,1,1,2,1,5,3,0,29.683139,11.816099
ACCT00426,74,1,1,2,1,5,3,0,26.051449,13.020058
ACCT00127,74,1,1,2,1,5,3,0,26.306847,-90.960634
ACCT01262,74,1,1,2,1,5,3,0,28.541946,-78.002955
ACCT00128,72,1,1,2,1,5,3,0,27.790829,17.180463
ACCT02179,159,1,2,3,1,5,6,0,25.385048,-35.102336
ACCT00129,74,1,1,2,1,5,3,0,23.786932,11.17743
ACCT00130,2,1,0,1,0,0,0,0,26.914393,-82.910242
ACCT00214,135,1,2,3,1,5,6,0,25.591757,-89.868698
ACCT00131,150,1,2,3,1,5,6,0,31.731688,-110.961174
ACCT01548,70,1,1,2,1,5,3,0,28.556943,-110.0175
ACCT00132,2,1,0,1,0,0,0,0,25.700436,-75.923422
ACCT02038,70,1,1,2,1,5,3,0,23.970576,18.994956
ACCT00133,74,1,1,2,1,5,3,0,29.071122,-90.755411
ACCT00167,212,1,3,4,1,5,9,0,34.177227,-97.772334
ACCT00134,3,1,0,1,0,0,0,0,22.258836,114.235788
ACCT00135,5,1,0,1,0,0,0,0,32.535473,-116.932852
ACCT00136,2,1,0,1,0,0,0,0,32.613674,-84.970193
ACCT01826,144,1,2,3,1,5,6,0,29.353881,-90.786764
ACCT00137,76,1,1,2,1,5,3,0,24.145352,8.330022
ACCT01314,150,1,2,3,1,5,6,0,31.686611,-22.416098
ACCT00138,147,1,2,3,1,5,6,0,32.475519,47.137148
ACCT01060,72,1,1,2,1,5,3,0,22.567831,110.253387
ACCT00139,6,1,0,1,0,0,0,0,27.512084,-103.701345
ACCT02051,80,1,1,2,1,5,3,0,27.383994,1.694277
ACCT00140,3,1,0,1,0,0,0,0,20.034653,-112.718601
ACCT01280,212,1,3,4,1,5,9,0,29.57084,-92.612903
ACCT00141,74,1,1,2,1,5,3,0,22.439425,9.076253
ACCT00539,159,1,2,3,1,5,6,0,30.357019,-103.182977
ACCT00142,3,1,0,1,0,0,0,0,37.764093,117.951477
ACCT01659,147,1,2,3,1,5,6,0,25.973137,-30.511509
ACCT00143,3,1,0,1,0,0,0,0,39.34588,-77.897639
ACCT00144,4,1,0,1,0,0,0,0,40.725911,-73.871951
ACCT00733,356,1,4,5,1,5,12,0,27.327662,-3.987123
ACCT00145,156,1,2,3,1,5,6,0,27.138988,-33.280368
ACCT00151,358,1,4,5,1,5,12,0,28.66409,-103.397145
ACCT00146,2,1,0,1,0,0,0,0,29.154561,-92.968294
ACCT00239,76,1,1,2,1,5,3,0,34.949511,-83.42159
ACCT00147,74,1,1,2,1,5,3,0,26.970099,9.871609
ACCT01043,212,1,3,4,1,5,9,0,30.247698,5.545176
ACCT00148,74,1,1,2,1,5,3,0,31.635979,-104.401303
ACCT00612,162,1,2,3,1,5,6,0,27.45668,37.796456
ACCT00149,3,1,0,1,0,0,0,0,31.402208,103.078088
ACCT00587,147,1,2,3,1,5,6,0,25.615316,-36.975414
ACCT00150,5,1,0,1,0,0,0,0,23.371783,-107.559643
ACCT00589,78,1,1,2,1,5,3,0,30.97359,-108.261605
ACCT00152,156,1,2,3,1,5,6,0,31.943943,-33.396109
ACCT02421,150,1,2,3,1,5,6,0,31.0134,-35.566091
ACCT00153,70,1,1,2,1,5,3,0,30.448199,0.417749
ACCT02336,135,1,2,3,1,5,6,0,30.144957,-22.143944
ACCT00154,70,1,1,2,1,5,3,0,31.318146,-73.864054
ACCT01709,74,1,1,2,1,5,3,0,33.217338,23.178152
ACCT00155,74,1,1,2,1,5,3,0,36.747287,14.455792
ACCT00156,2,1,0,1,0,0,0,0,29.668051,-85.343136
ACCT02448,70,1,1,2,1,5,3,0,27.601706,8.904239
ACCT00157,215,1,3,4,1,5,9,0,27.81951,58.006472
ACCT00595,74,1,1,2,1,5,3,0,25.088092,4.097992
ACCT00158,2,1,0,1,0,0,0,0,32.377737,-88.261317
ACCT01450,76,1,1,2,1,5,3,0,27.41707,-96.332734
ACCT00159,150,1,2,3,1,5,6,0,34.384478,37.790077
ACCT00160,2,1,0,1,0,0,0,0,39.601748,-86.376185
ACCT00822,135,1,2,3,1,5,6,0,31.981986,-24.780966
ACCT00161,3,1,0,1,0,0,0,0,28.50157,-77.940921
ACCT02324,204,1,3,4,1,5,9,0,34.772742,-98.245199
ACCT00162,6,1,0,1,0,0,0,0,17.940161,-102.182458
ACCT02188,212,1,3,4,1,5,9,0,28.699385,-101.983086
ACCT00163,74,1,1,2,1,5,3,0,26.399228,18.962717
ACCT00259,141,1,2,3,1,5,6,0,31.152188,-15.388769
ACCT00164,5,1,0,1,0,0,0,0,27.513264,-99.499553
ACCT01950,74,1,1,2,1,5,3,0,28.453647,-92.352414
ACCT00165,74,1,1,2,1,5,3,0,29.700736,-103.743338
ACCT01492,144,1,2,3,1,5,6,0,21.98475,-32.441746
ACCT00166,5,1,0,1,0,0,0,0,32.547941,-116.935445
ACCT01864,78,1,1,2,1,5,3,0,35.336734,-1.169896
ACCT02350,72,1,1,2,1,5,3,0,33.997344,16.571019
ACCT00168,141,1,2,3,1,5,6,0,33.550942,-94.752238
ACCT00290,76,1,1,2,1,5,3,0,26.708892,-103.205433
ACCT00169,70,1,1,2,1,5,3,0,27.058514,-99.192755
ACCT00170,78,1,1,2,1,5,3,0,29.42745,2.761665
ACCT00171,6,1,0,1,0,0,0,0,30.914754,-110.357698
ACCT00747,76,1,1,2,1,5,3,0,30.265948,-105.886385
ACCT00172,220,1,3,4,1,5,9,0,32.157918,-103.048379
ACCT01811,70,1,1,2,1,5,3,0,38.797467,-105.769424
ACCT00173,3,1,0,1,0,0,0,0,36.864443,-100.466341
ACCT01528,70,1,1,2,1,5,3,0,32.105877,-88.711829
ACCT00174,4,1,0,1,0,0,0,0,22.433834,113.982349
ACCT00175,3,1,0,1,0,0,0,0,31.712224,-77.131083
ACCT02357,355,1,4,5,1,5,12,0,26.895898,25.242402
ACCT00176,74,1,1,2,1,5,3,0,31.554031,-95.051924
ACCT01688,74,1,1,2,1,5,3,0,29.735969,-96.663746
ACCT00177,4,1,0,1,0,0,0,0,25.845192,-97.496994
ACCT00860,72,1,1,2,1,5,3,0,28.903205,-108.040738
ACCT00178,150,1,2,3,1,5,6,0,26.870339,-24.39634
ACCT00785,70,1,1,2,1,5,3,0,27.350247,13.337173
ACCT00179,153,1,2,3,1,5,6,0,39.888431,-23.475431
ACCT01162,345,1,4,5,1,5,12,0,30.906954,-60.026763
ACCT02045,138,1,2,3,1,5,6,0,29.402722,49.437898
ACCT00181,6,1,0,1,0,0,0,0,31.654768,-106.339335
ACCT02009,159,1,2,3,1,5,6,0,27.372126,-109.287251
ACCT02027,244,1,3,4,1,5,9,0,33.70791,6.719506
ACCT00183,3,1,0,1,0,0,0,0,26.600907,-88.269769
ACCT00184,210,1,3,4,1,5,9,0,28.335056,-39.783684
ACCT02176,144,1,2,3,1,5,6,0,25.192936,45.30967
ACCT00185,220,1,3,4,1,5,9,0,30.68229,-99.434864
ACCT01690,74,1,1,2,1,5,3,0,26.988997,3.892807
ACCT00186,3,1,0,1,0,0,0,0,20.571153,-113.209418
ACCT00459,72,1,1,2,1,5,3,0,28.079318,-94.854738
ACCT00187,3,1,0,1,0,0,0,0,22.62657,117.049545
ACCT01010,144,1,2,3,1,5,6,0,37.218694,-23.479617
ACCT00188,78,1,1,2,1,5,3,0,25.410243,8.266622
ACCT02014,156,1,2,3,1,5,6,0,24.250906,114.066388
ACCT00189,5,1,0,1,0,0,0,0,38.354865,-93.191644
ACCT02430,150,1,2,3,1,5,6,0,30.913967,-97.065481
ACCT00190,2,1,0,1,0,0,0,0,31.900937,-110.28952
ACCT02025,70,1,1,2,1,5,3,0,35.210774,-112.390904
ACCT00191,76,1,1,2,1,5,3,0,33.159732,-94.696893
ACCT00300,156,1,2,3,1,5,6,0,29.22877,-28.357532
ACCT00192,72,1,1,2,1,5,3,0,29.900118,-106.249677
ACCT00524,165,1,2,3,1,5,6,0,33.188917,-24.2134
ACCT00193,78,1,1,2,1,5,3,0,25.441066,10.493963
ACCT00607,78,1,1,2,1,5,3,0,31.337223,7.739158
ACCT00194,76,1,1,2,1,5,3,0,25.34135,6.536262
ACCT01350,76,1,1,2,1,5,3,0,18.583297,-99.169654
ACCT00195,141,1,2,3,1,5,6,0,29.274364,-105.233019
ACCT01590,70,1,1,2,1,5,3,0,24.379662,9.016055
ACCT00196,2,1,0,1,0,0,0,0,32.406063,-83.049677
ACCT00388,70,1,1,2,1,5,3,0,27.369746,15.523167
ACCT00197,6,1,0,1,0,0,0,0,36.555499,103.757113
ACCT01994,82,1,1,2,1,5,3,0,33.12781,4.234816
ACCT00198,72,1,1,2,1,5,3,0,30.457707,1.864516
ACCT01368,78,1,1,2,1,5,3,0,27.841396,6.803284
ACCT00199,147,1,2,3,1,5,6,0,29.606408,-108.342361
ACCT00538,214,1,3,4,1,5,9,0,33.056528,-111.70943
ACCT00200,7,1,0,1,0,0,0,0,22.449478,114.162574
ACCT01993,78,1,1,2,1,5,3,0,28.65766,8.997784
ACCT00201,70,1,1,2,1,5,3,0,30.922238,-100.906999
ACCT01371,80,1,1,2,1,5,3,0,27.689382,-14.566437
ACCT00202,4,1,0,1,0,0,0,0,34.614227,119.597381
ACCT00203,138,1,2,3,1,5,6,0,32.097381,-89.017393
ACCT01279,78,1,1,2,1,5,3,0,22.944599,-102.734246
ACCT00204,3,1,0,1,0,0,0,0,22.264821,113.855349
ACCT01015,144,1,2,3,1,5,6,0,33.555002,-20.754019
ACCT00205,5,1,0,1,0,0,0,0,25.573468,-99.952661
ACCT01866,78,1,1,2,1,5,3,0,23.961531,7.076942
ACCT00206,230,1,3,4,1,5,9,0,27.9025,-2.388121
ACCT00207,76,1,1,2,1,5,3,0,36.979138,7.251629
ACCT02059,147,1,2,3,1,5,6,0,32.090782,-102.731995
ACCT00208,2,1,0,1,0,0,0,0,39.392024,-117.561728
ACCT00209,3,1,0,1,0,0,0,0,22.412809,114.122521
ACCT01248,360,1,4,5,1,5,12,0,31.228479,-20.710567
ACCT00210,2,1,0,1,0,0,0,0,36.324066,-107.168382
ACCT00573,153,1,2,3,1,5,6,0,29.798391,-103.335768
ACCT00211,4,1,0,1,0,0,0,0,37.134736,-88.013945
ACCT01467,232,1,3,4,1,5,9,0,30.801223,-39.616961
ACCT00212,363,1,4,5,1,5,12,0,31.131372,-20.383496
ACCT02470,210,1,3,4,1,5,9,0,32.320538,-47.359549
ACCT00213,76,1,1,2,1,5,3,0,30.590015,113.364688
ACCT00798,153,1,2,3,1,5,6,0,29.075873,-23.054245
ACCT01284,68,1,1,2,1,5,3,0,26.293402,-102.538308
ACCT00215,232,1,3,4,1,5,9,0,28.276071,6.239971
ACCT00794,150,1,2,3,1,5,6,0,29.282619,-29.732051
ACCT00216,4,1,0,1,0,0,0,0,30.658145,-101.626149
ACCT02457,208,1,3,4,1,5,9,0,27.005663,-41.663941
ACCT00217,6,1,0,1,0,0,0,0,38.024131,114.521521
ACCT00811,165,1,2,3,1,5,6,0,28.370432,40.385503
ACCT00218,2,1,0,1,0,0,0,0,40.494149,-78.365788
ACCT00775,147,1,2,3,1,5,6,0,37.387252,-24.454378
ACCT00219,153,1,2,3,1,5,6,0,27.513214,-102.517163
ACCT01622,86,1,1,2,1,5,3,0,28.114356,-100.205362
ACCT00220,70,1,1,2,1,5,3,0,30.203957,22.487372
