transaction_id,sender,receiver,amount,sender_lat,sender_lon,receiver_lat,receiver_lon,date,datetime_group,payment_type,geo_flag,sender_country,receiver_country,sender_city,receiver_city,route_corridor,merchant_name,merchant_type,country,market,geo_distance_band,geo_risk_points,latitude,longitude,location_id,location_address,location_category,memo
TX0000045,ACCT00045,ACCT00315,8167.18,35.599148,-86.318298,22.14969,-90.465527,2025-03-15,2025-03-15 04:33,brokerage_transfer,1,CA,CA,"Henan Ruiju Biotechnology, Zhengzhou, Henan, China","Henan Ruiju Biotechnology, Zhengzhou, Henan, China",prc_precursor_chemical_zone,Mobile Phone Payment,personal_transfer,CA,SSE,between_1001_1599m,3,34.745163,113.626462,GEO012,"Henan Ruiju Biotechnology, Zhengzhou, Henan, China",prc_precursor_chemical_zone,retail purchase
TX0000046,ACCT00046,ACCT00569,1163.97,29.616696,-83.387595,36.760146,-114.681218,2025-01-31,2025-01-31 15:01,brokerage_transfer,0,MX,MX,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Restaurant Services Group,restaurant,MX,Euronext,outside_1800m,0,17.986222,-104.657041,NONE,Normal non-reference transaction location,normal_location,restaurant supply order
TX0000047,ACCT00047,ACCT00924,8675.15,32.383698,-91.36862,30.935516,-110.295972,2025-02-14,2025-02-14 16:57,remittance,0,HK,HK,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Mexico Chemical Broker,chemical_broker_mx,HK,NONE,between_1001_1599m,3,22.345771,113.856057,NONE,Normal non-reference transaction location,normal_location,logistics handling
TX0000048,ACCT00048,ACCT00648,7332.32,26.569199,-83.770075,29.359523,-113.221723,2025-02-26,2025-02-26 13:30,crypto_exchange,0,US,US,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Suncoast Hardware,hardware,US,NONE,under_500m,10,40.808374,-103.767584,NONE,Normal non-reference transaction location,normal_location,shipping payment
TX0000049,ACCT00049,ACCT02043,8219.17,37.228392,-87.736573,23.857961,-117.632017,2025-04-23,2025-04-23 09:31,bank_transfer,1,US,US,"Altamira, Tamaulipas, Mexico","Altamira, Tamaulipas, Mexico",oil_smuggling_corridor,Small Business Consulting,consulting,US,NONE,under_500m,10,22.490714,-97.895471,GEO023,"Altamira, Tamaulipas, Mexico",oil_smuggling_corridor,fuel purchase
TX0000050,ACCT00050,ACCT00528,5148.76,36.295181,-94.630028,20.574576,-77.809074,2025-01-13,2025-01-13 12:23,brokerage_transfer,0,MX,MX,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Suncoast Hardware,hardware,MX,TSX,under_500m,10,17.603824,-115.793667,NONE,Normal non-reference transaction location,normal_location,retail purchase
TX0000051,ACCT00051,ACCT01088,14295.23,36.719871,-107.101155,30.741687,-86.476559,2025-03-25,2025-03-25 18:36,venmo,0,CN,CN,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Oilfield Waste Transport,hazardous_material_transport,CN,NONE,under_500m,10,35.94291,110.223616,NONE,Normal non-reference transaction location,normal_location,cross-border freight
TX0000052,ACCT00052,ACCT02238,4774.67,28.736074,-96.408846,30.451702,-75.948157,2025-02-15,2025-02-15 21:49,remittance,1,MX,MX,"Badiraguato, Sinaloa, Mexico","Badiraguato, Sinaloa, Mexico",sinaloa_fentanyl_corridor,Campus Book Supply,education_retail,MX,NONE,between_1001_1599m,3,23.384407,-107.550723,GEO020,"Badiraguato, Sinaloa, Mexico",sinaloa_fentanyl_corridor,consulting fee
TX0000053,ACCT00053,ACCT00563,16853.75,20.299209,-74.596655,40.469857,-110.892652,2025-01-14,2025-01-14 19:47,venmo,1,US,US,PRC to Sinaloa Corridor,PRC to Sinaloa Corridor,sinaloa_fentanyl_corridor,Cross Border Logistics Group,cross_border_logistics,US,NONE,between_1001_1599m,3,24.997315,-107.474675,GEO027,PRC to Sinaloa Corridor,sinaloa_fentanyl_corridor,fuel transport fee
TX0000054,ACCT00054,ACCT02327,4233.68,36.411533,-103.119216,34.546862,-88.82716,2025-03-19,2025-03-19 03:59,brokerage_transfer,0,US,US,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Small Business Consulting,consulting,US,HKEX,between_1001_1599m,3,38.616956,-98.003024,NONE,Normal non-reference transaction location,normal_location,restaurant supply order
TX0000055,ACCT00055,ACCT01572,2274.89,28.16948,-110.812743,33.465767,-76.460229,2025-01-31,2025-01-31 14:48,remittance,0,US,US,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Auto Parts Warehouse,auto_parts,US,NONE,between_1600_1800m,2,28.780841,-88.614053,NONE,Normal non-reference transaction location,normal_location,invoice payment
TX0000056,ACCT00056,ACCT02164,4897.88,34.206031,-96.002741,38.573344,-97.953279,2025-04-01,2025-04-01 11:04,paypal,1,US,US,"Bachigualato, Culiacan, Sinaloa","Bachigualato, Culiacan, Sinaloa",sinaloa_fentanyl_corridor,Small Business Consulting,consulting,US,NONE,under_500m,10,24.764966,-107.462617,GEO021,"Bachigualato, Culiacan, Sinaloa",sinaloa_fentanyl_corridor,retail purchase
TX0000057,ACCT00057,ACCT00247,19731.12,40.828558,-100.788417,37.870887,-77.195471,2025-04-30,2025-04-30 02:59,crypto_exchange,0,US,US,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Chemical Import Services,chemical_importer,US,NONE,between_501_1000m,7,35.334093,-100.242989,NONE,Normal non-reference transaction location,normal_location,cross-border freight
TX0000058,ACCT00058,ACCT00773,6527.83,19.421521,-116.489068,31.346838,-86.352118,2025-04-30,2025-04-30 23:48,paypal,0,US,US,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,General Logistics LLC,logistics,US,NONE,under_500m,10,25.250333,-110.314164,NONE,Normal non-reference transaction location,normal_location,online order
TX0000059,ACCT00059,ACCT00906,4755.82,24.649627,-99.265391,20.581223,-101.059292,2025-02-22,2025-02-22 09:17,bank_transfer,1,MX,MX,"Altamira, Tamaulipas, Mexico","Altamira, Tamaulipas, Mexico",oil_smuggling_corridor,Suncoast Hardware,hardware,MX,NONE,between_1600_1800m,2,22.498974,-97.88539,GEO023,"Altamira, Tamaulipas, Mexico",oil_smuggling_corridor,student expense
TX0000060,ACCT00060,ACCT00781,6175.89,24.991143,-74.934111,17.368009,-75.827811,2025-01-07,2025-01-07 08:24,bank_transfer,0,HK,HK,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Money Mule Transfer,money_mule_straw_buyer,HK,NONE,outside_1800m,0,22.291758,114.321684,NONE,Normal non-reference transaction location,normal_location,hazardous materials transport
TX0000061,ACCT00061,ACCT00404,4812.08,24.084615,-109.17137,22.520447,-92.359472,2025-04-13,2025-04-13 23:30,brokerage_transfer,1,US,US,"Hebei Blvd, Zhengding, Shijiazhuang, Hebei, China","Hebei Blvd, Zhengding, Shijiazhuang, Hebei, China",prc_precursor_chemical_zone,General Logistics LLC,logistics,US,JPX,under_500m,10,38.120673,114.599432,GEO010,"Hebei Blvd, Zhengding, Shijiazhuang, Hebei, China",prc_precursor_chemical_zone,invoice payment
TX0000062,ACCT00062,ACCT00619,7764.49,26.872124,-117.247323,34.332625,-93.891785,2025-01-02,2025-01-02 06:32,crypto_exchange,0,US,US,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Hardware Bulk Supply,hardware,US,NONE,between_501_1000m,7,25.251708,-94.986013,NONE,Normal non-reference transaction location,normal_location,hazardous materials transport
TX0000063,ACCT00063,ACCT00383,4360.44,38.474989,-76.63815,22.514396,-77.442717,2025-02-21,2025-02-21 12:24,derivatives_trade,0,CA,CA,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,PRC Chemical Supply Trading,chemical_supplier_prc,CA,NASDAQ,between_1001_1599m,3,36.122681,-103.436469,NONE,Normal non-reference transaction location,normal_location,cross-border freight
TX0000064,ACCT00064,ACCT01359,893.49,26.520873,-83.190029,17.711016,-105.700284,2025-02-19,2025-02-19 23:08,paypal,1,MX,MX,"Avenida Marina Nacional No 329, Miguel Hidalgo, Ciudad de Mexico","Avenida Marina Nacional No 329, Miguel Hidalgo, Ciudad de Mexico",mexico_business_location,Online Marketplace Store,ecommerce,MX,NONE,outside_1800m,0,19.444364,-99.166742,GEO005,"Avenida Marina Nacional No 329, Miguel Hidalgo, Ciudad de Mexico",mexico_business_location,invoice payment
TX0000065,ACCT00065,ACCT00022,12598.98,25.493943,-113.812108,31.353051,-103.400635,2025-02-09,2025-02-09 14:23,remittance,0,US,US,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Chemical Import Services,chemical_importer,US,NONE,between_501_1000m,7,31.528707,-118.765691,NONE,Normal non-reference transaction location,normal_location,misc import fee
TX0000066,ACCT00066,ACCT01228,5268.52,26.496607,-80.127398,26.117359,-79.201076,2025-03-03,2025-03-03 02:23,remittance,0,US,US,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Restaurant Services Group,restaurant,US,NONE,between_501_1000m,7,27.167832,-119.681934,NONE,Normal non-reference transaction location,normal_location,online order
TX0000067,ACCT00067,ACCT00819,3766.18,33.151464,-111.736939,24.267983,-106.629324,2025-03-17,2025-03-17 17:11,derivatives_trade,0,US,US,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Restaurant Services Group,restaurant,US,JPX,under_500m,10,36.085364,-81.508618,NONE,Normal non-reference transaction location,normal_location,retail purchase
TX0000068,ACCT00068,ACCT01637,4375.0,25.97887,-97.162156,33.309332,-86.930321,2025-04-07,2025-04-07 10:50,equity_trade,0,US,US,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Front Company Holdings,front_shell_company,US,Euronext,under_500m,10,34.288293,-92.963936,NONE,Normal non-reference transaction location,normal_location,fuel transport fee
TX0000069,ACCT00069,ACCT01307,7909.25,24.943752,-98.813378,28.0893,-82.10099,2025-01-09,2025-01-09 09:02,paypal,0,US,US,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Everyday Fuel Stop,normal_fuel,US,NONE,between_1001_1599m,3,33.255902,-94.060216,NONE,Normal non-reference transaction location,normal_location,equipment purchase
TX0000070,ACCT00070,ACCT01875,3346.23,27.988654,-110.236262,33.166133,-81.972398,2025-01-15,2025-01-15 08:42,crypto_exchange,0,MX,MX,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Online Marketplace Store,ecommerce,MX,NONE,outside_1800m,0,18.713481,-106.088467,NONE,Normal non-reference transaction location,normal_location,online order
